us_state,county,year_end,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2.5,days_pm10
NC,Guilford,2019,365,293,72,0,0,0,0,90,61,42,0,0,222,0,117,26
NC,Haywood,2019,364,296,66,2,0,0,0,108,61,43,0,0,244,102,18,0
NC,Hyde,2019,103,101,2,0,0,0,0,59,32,18,0,0,0,0,103,0
NC,Jackson,2019,103,100,3,0,0,0,0,62,45,26,0,0,0,0,103,0
NC,Johnston,2019,363,294,69,0,0,0,0,87,55,40,0,0,166,0,197,0
NC,Lenoir,2019,237,205,32,0,0,0,0,87,54,42,0,0,237,0,0,0
NC,Lincoln,2019,243,178,65,0,0,0,0,97,64,44,0,0,243,0,0,0
NC,Macon,2019,358,343,15,0,0,0,0,87,46,33,0,0,358,0,0,0
NC,Martin,2019,356,322,34,0,0,0,0,74,50,36,0,0,237,61,0,58
NC,Mecklenburg,2019,365,234,121,10,0,0,0,136,71,45,0,2,217,0,146,0
NC,Mitchell,2019,333,325,8,0,0,0,0,59,40,22,0,0,0,0,333,0
NC,Montgomery,2019,365,308,57,0,0,0,0,71,53,39,0,0,248,0,117,0
NC,New Hanover,2019,348,319,29,0,0,0,0,80,50,34,0,0,222,0,126,0
NC,Northampton,2019,153,138,15,0,0,0,0,71,49,32,0,11,0,0,142,0
NC,Person,2019,362,314,48,0,0,0,0,92,51,39,0,0,240,122,0,0
NC,Pitt,2019,352,308,44,0,0,0,0,87,52,38,0,0,208,0,144,0
NC,Rockingham,2019,245,207,38,0,0,0,0,84,58,44,0,0,245,0,0,0
NC,Rowan,2019,365,289,76,0,0,0,0,100,64,43,0,0,325,0,40,0
NC,Swain,2019,362,323,39,0,0,0,0,90,51,37,0,0,182,0,180,0
NC,Union,2019,235,175,57,3,0,0,0,105,64,45,0,0,235,0,0,0
NC,Wake,2019,365,245,120,0,0,0,0,93,61,46,1,1,175,0,188,0
NC,Yancey,2019,244,191,53,0,0,0,0,87,64,45,0,0,244,0,0,0
ND,Billings,2019,365,354,11,0,0,0,0,84,45,33,0,0,327,0,38,0
ND,Burke,2019,365,354,11,0,0,0,0,67,45,32,0,1,324,3,36,1
ND,Burleigh,2019,365,331,34,0,0,0,0,90,49,31,0,10,212,0,135,8
ND,Cass,2019,363,327,34,1,1,0,0,156,50,33,0,9,264,0,88,2
ND,Dunn,2019,365,348,17,0,0,0,0,87,46,34,0,0,339,0,26,0
ND,McKenzie,2019,365,353,12,0,0,0,0,77,46,34,0,1,338,0,25,1
ND,Mercer,2019,365,341,24,0,0,0,0,71,48,35,0,0,270,6,89,0
ND,Oliver,2019,365,339,26,0,0,0,0,84,48,34,0,0,342,0,23,0
ND,Ward,2019,364,347,17,0,0,0,0,87,44,29,0,7,262,0,91,4
ND,Williams,2019,365,309,53,3,0,0,0,128,56,34,0,0,253,56,55,1
OH,Adams,2019,365,361,4,0,0,0,0,61,36,20,0,0,0,41,324,0
OH,Allen,2019,364,303,61,0,0,0,0,97,56,39,0,0,214,32,118,0
OH,Ashtabula,2019,358,334,23,1,0,0,0,112,47,34,0,0,245,113,0,0
OH,Athens,2019,120,116,4,0,0,0,0,56,43,25,0,0,0,0,120,0
OH,Belmont,2019,365,349,16,0,0,0,0,66,38,15,14,251,0,1,90,9
OH,Butler,2019,365,247,105,13,0,0,0,147,78,44,0,0,275,27,58,5
OH,Clark,2019,365,220,143,2,0,0,0,105,64,45,0,0,157,3,205,0
OH,Clermont,2019,358,287,67,4,0,0,0,140,58,40,0,0,213,0,145,0
OH,Clinton,2019,244,203,41,0,0,0,0,100,58,43,0,0,244,0,0,0
OH,Columbiana,2019,350,350,0,0,0,0,0,26,11,1,0,0,0,288,0,62
OH,Cuyahoga,2019,365,188,173,4,0,0,0,108,70,50,0,3,133,2,214,13
OH,Delaware,2019,241,214,27,0,0,0,0,84,51,41,0,0,241,0,0,0
OH,Fayette,2019,355,332,23,0,0,0,0,74,48,38,0,0,355,0,0,0
OH,Franklin,2019,365,244,120,1,0,0,0,101,65,46,0,5,174,0,185,1
OH,Gallia,2019,365,337,26,2,0,0,0,117,46,6,0,0,0,365,0,0
OH,Geauga,2019,230,189,39,2,0,0,0,119,61,42,0,0,230,0,0,0
OH,Greene,2019,243,213,30,0,0,0,0,90,54,41,0,0,243,0,0,0
OH,Hamilton,2019,365,162,197,6,0,0,0,119,77,52,0,7,152,0,206,0
OH,Harrison,2019,293,290,3,0,0,0,0,59,30,2,236,0,0,0,55,2
OH,Jefferson,2019,365,232,131,2,0,0,0,123,63,45,0,0,119,7,239,0
OH,Knox,2019,245,218,27,0,0,0,0,93,51,41,0,0,245,0,0,0
OH,Lake,2019,365,317,43,5,0,0,0,115,54,37,0,0,231,1,133,0
OH,Lawrence,2019,365,328,37,0,0,0,0,77,51,39,0,0,197,0,168,0
OH,Licking,2019,245,223,22,0,0,0,0,80,50,41,0,0,245,0,0,0
OH,Lorain,2019,362,313,49,0,0,0,0,72,52,38,0,0,204,0,158,0
OH,Lucas,2019,365,293,71,1,0,0,0,143,61,40,0,0,200,15,150,0
OH,Madison,2019,245,209,36,0,0,0,0,93,54,42,0,0,245,0,0,0
OH,Mahoning,2019,365,308,57,0,0,0,0,84,54,39,0,0,177,5,183,0
OH,Medina,2019,353,304,49,0,0,0,0,78,53,38,0,0,163,0,190,0
OH,Miami,2019,241,226,15,0,0,0,0,77,49,40,0,0,241,0,0,0
OH,Montgomery,2019,365,229,136,0,0,0,0,94,64,45,0,0,168,0,195,2
OH,Morgan,2019,351,351,0,0,0,0,0,29,10,1,0,0,0,351,0,0
OH,Noble,2019,361,336,25,0,0,0,0,87,49,37,0,0,341,0,20,0
OH,Portage,2019,270,252,18,0,0,0,0,87,49,37,0,0,214,0,56,0
OH,Preble,2019,364,266,98,0,0,0,0,93,60,43,0,0,219,0,145,0
OH,Scioto,2019,365,356,9,0,0,0,0,78,37,14,0,0,0,52,103,210
OH,Stark,2019,365,226,139,0,0,0,0,100,67,46,0,0,164,0,201,0
OH,Summit,2019,365,279,83,3,0,0,0,115,61,42,0,0,170,2,193,0
OH,Trumbull,2019,362,295,67,0,0,0,0,100,58,40,0,0,208,0,154,0
OH,Warren,2019,360,284,73,3,0,0,0,122,63,43,0,0,199,0,161,0
OH,Washington,2019,245,219,26,0,0,0,0,87,51,41,0,0,245,0,0,0
OH,Wood,2019,244,225,19,0,0,0,0,87,49,38,0,0,244,0,0,0
OK,Adair,2019,365,338,27,0,0,0,0,86,49,37,1,0,262,0,98,4
OK,Canadian,2019,355,306,48,1,0,0,0,105,54,37,0,0,355,0,0,0
OK,Carter,2019,365,285,80,0,0,0,0,97,58,43,0,0,218,0,147,0
OK,Choctaw,2019,252,238,14,0,0,0,0,90,47,37,0,0,252,0,0,0
OK,Cleveland,2019,365,231,134,0,0,0,0,90,64,45,0,0,192,0,173,0
OK,Comanche,2019,365,285,80,0,0,0,0,97,62,43,0,0,223,0,142,0
OK,Creek,2019,356,331,24,1,0,0,0,101,48,36,0,0,356,0,0,0
OK,Custer,2019,236,235,1,0,0,0,0,58,26,14,0,0,0,0,0,236
OK,Dewey,2019,365,293,72,0,0,0,0,93,58,42,0,0,240,0,125,0
OK,Garfield,2019,345,339,6,0,0,0,0,74,13,0,0,0,0,345,0,0
OK,Grant,2019,27,27,0,0,0,0,0,32,31,16,0,0,0,0,27,0
OK,Johnston,2019,141,128,13,0,0,0,0,67,50,40,0,0,141,0,0,0
OK,Kay,2019,365,292,72,1,0,0,0,106,57,40,0,0,139,4,222,0
OK,Le Flore,2019,38,35,3,0,0,0,0,79,48,28,0,0,0,0,34,4
OK,Mayes,2019,365,351,14,0,0,0,0,100,46,32,0,0,296,69,0,0
OK,Muskogee,2019,286,269,15,1,1,0,0,169,35,5,0,0,0,152,0,134
OK,Nowata,2019,365,287,77,1,0,0,0,118,56,41,0,0,229,0,136,0
OK,Oklahoma,2019,365,227,137,1,0,0,0,119,70,46,0,5,204,0,155,1
OK,Osage,2019,354,311,43,0,0,0,0,90,51,38,0,0,354,0,0,0
OK,Ottawa,2019,363,289,73,1,0,0,0,104,57,38,0,0,80,0,251,32
OK,Pittsburg,2019,365,272,91,2,0,0,0,105,59,43,0,0,238,0,127,0
OK,Sequoyah,2019,361,325,36,0,0,0,0,67,50,36,0,18,201,0,142,0
OK,Tulsa,2019,365,256,108,1,0,0,0,105,65,44,0,3,225,0,137,0
OR,Baker,2019,360,328,32,0,0,0,0,64,49,23,0,0,0,0,360,0
OR,Benton,2019,365,332,33,0,0,0,0,85,49,17,0,0,0,0,365,0
OR,Clackamas,2019,225,217,7,1,0,0,0,101,44,30,0,0,143,0,82,0
OR,Columbia,2019,363,355,8,0,0,0,0,84,38,24,0,0,141,0,222,0
OR,Coos,2019,107,106,1,0,0,0,0,58,35,19,0,0,0,0,107,0
OR,Crook,2019,365,296,68,1,0,0,0,103,59,23,0,0,0,0,365,0
OR,Deschutes,2019,365,341,19,4,1,0,0,153,43,20,0,0,0,0,365,0
OR,Douglas,2019,347,288,59,0,0,0,0,80,59,24,0,0,0,0,347,0
OR,Grant,2019,349,255,93,1,0,0,0,103,60,30,0,0,0,0,349,0
OR,Harney,2019,364,264,95,5,0,0,0,131,66,33,0,0,0,0,363,1
OR,Jackson,2019,365,295,63,3,4,0,0,180,61,36,0,0,141,0,224,0
OR,Jefferson,2019,365,291,72,2,0,0,0,122,61,22,0,0,0,0,365,0
OR,Josephine,2019,365,283,77,3,2,0,0,169,64,26,0,0,0,0,365,0
OR,Klamath,2019,365,261,98,6,0,0,0,126,75,29,0,0,0,0,361,4
OR,Lake,2019,363,311,51,1,0,0,0,106,56,19,0,0,0,0,363,0
OR,Lane,2019,365,254,103,8,0,0,0,117,75,38,0,0,107,0,248,10
OR,Linn,2019,365,280,83,2,0,0,0,104,62,28,0,0,0,0,365,0
OR,Marion,2019,356,302,54,0,0,0,0,92,59,32,0,0,138,0,218,0
OR,Multnomah,2019,365,321,44,0,0,0,0,89,52,34,0,11,228,0,126,0
OR,Umatilla,2019,365,296,68,1,0,0,0,104,58,37,0,0,150,0,215,0
OR,Union,2019,365,344,21,0,0,0,0,86,43,20,0,0,0,0,362,3
OR,Wallowa,2019,363,333,29,1,0,0,0,103,48,22,0,0,0,0,363,0
OR,Wasco,2019,350,298,52,0,0,0,0,88,57,23,0,0,0,0,350,0
OR,Washington,2019,365,310,54,1,0,0,0,102,57,32,0,13,165,0,186,1
PA,Adams,2019,365,288,77,0,0,0,0,85,59,42,0,0,266,0,99,0
PA,Allegheny,2019,365,138,212,11,4,0,0,161,81,55,0,0,98,24,243,0
PA,Armstrong,2019,365,323,42,0,0,0,0,71,51,37,0,0,246,0,119,0
PA,Beaver,2019,365,248,116,1,0,0,0,132,64,45,0,0,231,0,134,0
PA,Berks,2019,365,279,80,5,1,0,0,165,63,42,0,0,242,0,123,0
PA,Blair,2019,354,281,73,0,0,0,0,92,60,41,0,0,211,2,141,0
PA,Bradford,2019,352,314,38,0,0,0,0,75,52,36,0,0,242,0,110,0
PA,Bucks,2019,357,318,36,3,0,0,0,136,54,35,0,0,357,0,0,0
PA,Cambria,2019,365,296,69,0,0,0,0,88,57,39,2,4,189,0,170,0
PA,Centre,2019,365,267,98,0,0,0,0,99,62,44,0,0,203,0,162,0
PA,Chester,2019,364,266,96,2,0,0,0,115,64,43,0,0,257,0,107,0
PA,Clearfield,2019,359,357,2,0,0,0,0,61,44,33,0,0,359,0,0,0
PA,Cumberland,2019,365,268,92,5,0,0,0,150,64,38,0,0,0,0,365,0
PA,Dauphin,2019,365,286,75,3,1,0,0,158,64,41,0,0,237,0,127,1
PA,Delaware,2019,365,240,118,7,0,0,0,133,71,44,0,6,208,0,151,0
PA,Elk,2019,357,345,12,0,0,0,0,80,46,35,0,0,357,0,0,0
PA,Erie,2019,364,322,42,0,0,0,0,93,51,36,2,7,245,0,110,0
PA,Fayette,2019,360,313,47,0,0,0,0,72,54,39,0,0,271,0,89,0
PA,Franklin,2019,341,324,17,0,0,0,0,80,48,36,0,0,341,0,0,0
PA,Greene,2019,349,329,20,0,0,0,0,71,48,35,0,0,257,0,92,0
PA,Indiana,2019,364,337,27,0,0,0,0,93,49,38,0,0,348,16,0,0
PA,Lackawanna,2019,365,333,32,0,0,0,0,80,49,37,0,22,290,0,53,0
PA,Lancaster,2019,365,238,117,9,1,0,0,157,72,45,0,0,198,0,167,0
PA,Lawrence,2019,361,356,5,0,0,0,0,74,43,31,0,0,361,0,0,0
PA,Lebanon,2019,360,278,78,4,0,0,0,142,62,42,0,0,219,0,141,0
PA,Lehigh,2019,360,293,64,3,0,0,0,119,61,38,0,0,247,0,111,2
PA,Luzerne,2019,361,350,11,0,0,0,0,77,45,34,0,0,351,1,0,9
PA,Lycoming,2019,361,340,21,0,0,0,0,74,46,35,0,0,299,0,62,0
PA,Mercer,2019,365,290,75,0,0,0,0,95,57,41,0,0,259,0,106,0
PA,Monroe,2019,349,340,9,0,0,0,0,80,45,34,0,0,349,0,0,0
PA,Montgomery,2019,362,302,59,1,0,0,0,129,58,35,0,0,238,0,124,0
PA,Northampton,2019,363,286,74,3,0,0,0,114,62,40,0,2,242,0,119,0
PA,Philadelphia,2019,365,244,115,6,0,0,0,140,71,44,0,30,206,0,129,0
PA,Somerset,2019,359,340,19,0,0,0,0,80,48,36,0,0,359,0,0,0
PA,Susquehanna,2019,352,328,24,0,0,0,0,76,46,24,0,0,0,0,352,0
PA,Tioga,2019,361,342,19,0,0,0,0,74,47,36,0,3,288,0,70,0
PA,Warren,2019,365,357,6,2,0,0,0,120,27,9,0,0,0,365,0,0
PA,Washington,2019,365,252,113,0,0,0,0,94,64,44,0,0,205,0,160,0
PA,Westmoreland,2019,354,319,35,0,0,0,0,93,50,38,0,0,278,0,76,0
PA,Wyoming,2019,27,19,8,0,0,0,0,85,63,29,0,0,0,0,27,0
PA,York,2019,365,299,66,0,0,0,0,93,56,41,0,21,232,1,111,0
PR,Adjuntas,2019,117,108,9,0,0,0,0,66,44,18,0,0,0,0,117,0
PR,Bayamon,2019,305,288,17,0,0,0,0,95,42,17,11,0,114,49,131,0
PR,Caguas,2019,354,334,16,4,0,0,0,114,35,10,119,121,0,0,114,0
PR,Catano,2019,348,231,106,10,1,0,0,159,88,33,0,0,69,3,223,53
PR,Fajardo,2019,119,104,15,0,0,0,0,84,52,22,0,0,0,0,116,3
PR,Guayama,2019,224,220,4,0,0,0,0,96,12,0,0,0,0,196,28,0
PR,Guaynabo,2019,362,325,33,4,0,0,0,110,51,20,23,235,0,0,89,15
PR,Mayagnez,2019,202,159,43,0,0,0,0,85,58,25,0,0,7,0,195,0
PR,Ponce,2019,351,247,98,6,0,0,0,136,65,35,9,0,0,0,247,95
PR,San Juan,2019,277,277,0,0,0,0,0,35,17,14,277,0,0,0,0,0
RI,Kent,2019,351,328,23,0,0,0,0,93,48,32,0,0,201,0,150,0
RI,Providence,2019,365,298,67,0,0,0,0,90,58,43,0,13,248,0,103,1
RI,Washington,2019,352,322,28,2,0,0,0,126,49,36,0,0,208,0,144,0
SC,Aiken,2019,265,230,35,0,0,0,0,97,58,39,0,0,265,0,0,0
SC,Anderson,2019,225,175,49,1,0,0,0,108,67,43,0,0,225,0,0,0
SC,Berkeley,2019,216,189,27,0,0,0,0,100,54,36,0,0,216,0,0,0
SC,Charleston,2019,357,305,51,1,0,0,0,140,52,37,0,0,223,0,133,1
SC,Chesterfield,2019,364,281,83,0,0,0,0,90,61,39,0,0,265,0,99,0
SC,Colleton,2019,7,7,0,0,0,0,0,32,32,29,0,0,5,0,2,0
SC,Darlington,2019,282,227,55,0,0,0,0,100,61,41,0,0,282,0,0,0
SC,Edgefield,2019,365,299,66,0,0,0,0,88,58,39,0,0,227,0,138,0
SC,Florence,2019,361,323,38,0,0,0,0,70,51,30,0,0,0,0,361,0
SC,Georgetown,2019,92,91,1,0,0,0,0,52,25,14,0,0,0,0,0,92
SC,Greenville,2019,365,237,127,1,0,0,0,101,67,45,0,3,234,0,127,1
SC,Horry,2019,261,205,56,0,0,0,0,97,64,41,0,0,261,0,0,0
SC,Lexington,2019,365,309,56,0,0,0,0,66,53,33,0,0,0,0,359,6
SC,Oconee,2019,365,308,56,1,0,0,0,105,54,41,0,0,272,50,43,0
SC,Pickens,2019,251,175,76,0,0,0,0,93,71,45,0,0,251,0,0,0
SC,Richland,2019,365,282,81,2,0,0,0,136,65,42,0,0,283,0,82,0
SC,Spartanburg,2019,357,249,106,2,0,0,0,105,65,44,0,0,221,0,136,0
SC,York,2019,365,262,95,8,0,0,0,133,68,44,0,0,250,0,115,0
SD,Brookings,2019,365,284,76,5,0,0,0,126,64,42,0,0,329,0,23,13
SD,Brown,2019,122,112,10,0,0,0,0,77,42,20,0,0,0,0,111,11
SD,Codington,2019,361,325,36,0,0,0,0,83,50,25,0,0,0,0,278,83
SD,Custer,2019,362,355,7,0,0,0,0,84,48,39,0,0,356,0,5,1
SD,Hughes,2019,356,350,6,0,0,0,0,65,28,11,0,0,0,0,356,0
SD,Jackson,2019,365,349,16,0,0,0,0,61,48,38,0,2,350,0,13,0
SD,Meade,2019,365,358,7,0,0,0,0,80,44,36,0,0,361,0,0,4
SD,Minnehaha,2019,365,321,43,1,0,0,0,105,52,36,0,9,307,0,47,2
SD,Pennington,2019,361,278,79,4,0,0,0,117,61,30,0,20,0,0,115,226
SD,Union,2019,364,327,37,0,0,0,0,97,51,35,0,2,267,0,82,13
TN,Anderson,2019,365,308,55,2,0,0,0,105,61,35,0,0,234,131,0,0
TN,Blount,2019,365,305,59,1,0,0,0,101,54,41,0,0,310,0,55,0
TN,Claiborne,2019,346,325,21,0,0,0,0,80,47,35,0,0,346,0,0,0
TN,Davidson,2019,365,248,116,1,0,0,0,101,62,45,0,26,132,0,207,0
TN,DeKalb,2019,363,335,28,0,0,0,0,80,49,37,0,0,363,0,0,0
TN,Dyer,2019,360,341,19,0,0,0,0,62,45,26,0,0,0,0,360,0
TN,Hamilton,2019,365,243,122,0,0,0,0,97,64,45,0,0,191,0,174,0
TN,Jefferson,2019,234,197,37,0,0,0,0,93,58,44,0,0,234,0,0,0
TN,Knox,2019,364,269,95,0,0,0,0,84,59,42,0,0,180,0,180,4
TN,Lawrence,2019,330,306,24,0,0,0,0,62,47,27,0,0,0,0,330,0
TN,Loudon,2019,365,313,52,0,0,0,0,93,54,37,0,0,151,0,214,0
TN,Madison,2019,362,330,32,0,0,0,0,60,49,27,0,0,0,0,362,0
TN,Maury,2019,362,352,10,0,0,0,0,61,42,23,0,0,0,0,362,0
TN,McMinn,2019,357,316,41,0,0,0,0,65,51,30,0,0,0,0,357,0
TN,Montgomery,2019,362,339,23,0,0,0,0,63,46,26,0,0,0,0,362,0
TN,Putnam,2019,360,351,9,0,0,0,0,63,45,25,0,0,0,0,360,0
TN,Roane,2019,356,338,18,0,0,0,0,71,46,28,0,0,0,0,356,0
TN,Sevier,2019,364,287,77,0,0,0,0,90,61,44,0,0,364,0,0,0
TN,Shelby,2019,365,239,122,4,0,0,0,148,64,44,0,7,200,0,157,1
TN,Sullivan,2019,365,237,107,21,0,0,0,121,77,45,0,0,159,129,77,0
TN,Sumner,2019,357,284,73,0,0,0,0,93,60,40,0,0,200,0,157,0
TN,Williamson,2019,245,215,30,0,0,0,0,84,51,42,0,0,245,0,0,0
TN,Wilson,2019,231,205,26,0,0,0,0,80,51,40,0,0,231,0,0,0
TX,Bell,2019,365,284,79,2,0,0,0,105,58,42,0,1,265,0,99,0
TX,Bexar,2019,365,196,163,5,1,0,0,169,71,49,0,3,161,0,200,1
TX,Bowie,2019,349,254,94,1,0,0,0,109,58,39,0,0,0,0,349,0
TX,Brazoria,2019,365,325,33,6,1,0,0,161,51,33,0,5,360,0,0,0
TX,Brewster,2019,362,310,52,0,0,0,0,93,54,40,0,0,308,0,54,0
TX,Cameron,2019,365,236,129,0,0,0,0,89,62,44,0,0,128,0,237,0
TX,Collin,2019,365,309,48,7,1,0,0,156,58,40,0,0,365,0,0,0
TX,Culberson,2019,176,158,16,2,0,0,0,108,51,34,0,0,103,0,73,0
TX,Dallas,2019,365,227,132,6,0,0,0,143,72,45,0,20,199,0,146,0
TX,Denton,2019,365,280,73,12,0,0,0,133,67,43,0,6,287,0,72,0
TX,Ector,2019,354,319,35,0,0,0,0,80,50,28,0,0,0,0,354,0
TX,El Paso,2019,365,147,205,11,2,0,0,157,84,53,0,21,204,0,137,3
TX,Ellis,2019,365,300,65,0,0,0,0,97,56,40,0,6,269,0,90,0
TX,Freestone,2019,357,357,0,0,0,0,0,31,1,0,0,0,0,357,0,0
TX,Galveston,2019,365,293,64,8,0,0,0,136,61,39,0,3,261,3,97,1
TX,Gregg,2019,362,322,39,1,0,0,0,112,51,35,0,2,343,17,0,0
TX,Harris,2019,365,179,159,22,4,1,0,202,93,51,0,22,154,2,184,3
TX,Harrison,2019,364,296,67,1,0,0,0,113,54,38,0,0,202,35,127,0
TX,Hidalgo,2019,365,243,120,2,0,0,0,106,66,42,0,0,132,0,232,1
TX,Hood,2019,357,325,31,1,0,0,0,133,50,35,0,0,357,0,0,0
TX,Howard,2019,334,294,36,4,0,0,0,115,54,11,0,0,0,334,0,0
TX,Hunt,2019,364,345,19,0,0,0,0,97,47,35,0,3,361,0,0,0
TX,Hutchinson,2019,359,221,57,79,2,0,0,162,117,19,0,0,0,359,0,0
TX,Jefferson,2019,365,249,109,6,1,0,0,174,65,43,0,0,202,15,148,0
TX,Johnson,2019,352,298,47,7,0,0,0,143,61,38,0,0,352,0,0,0
TX,Kaufman,2019,365,320,45,0,0,0,0,93,52,39,0,1,288,0,76,0
TX,Kleberg,2019,284,234,50,0,0,0,0,87,56,30,0,0,0,0,284,0
TX,Lubbock,2019,330,316,13,1,0,0,0,103,42,25,0,0,0,0,330,0
TX,Maverick,2019,339,287,51,1,0,0,0,104,54,25,0,0,0,0,339,0
TX,McLennan,2019,365,329,36,0,0,0,0,87,50,38,1,0,321,0,43,0
TX,Milam,2019,338,338,0,0,0,0,0,4,1,0,0,0,0,338,0,0
TX,Montgomery,2019,365,306,54,5,0,0,0,143,58,38,0,2,284,0,79,0
TX,Navarro,2019,365,275,80,7,3,0,0,193,67,41,0,2,225,67,71,0
TX,Nueces,2019,365,262,102,1,0,0,0,107,62,42,0,0,171,1,193,0
TX,Orange,2019,365,288,75,2,0,0,0,111,59,39,0,0,195,20,150,0
TX,Parker,2019,363,317,46,0,0,0,0,100,54,37,0,0,363,0,0,0
TX,Polk,2019,344,334,10,0,0,0,0,74,44,31,0,0,344,0,0,0
TX,Potter,2019,365,322,35,8,0,0,0,119,55,22,0,0,0,110,255,0
TX,Randall,2019,354,280,72,2,0,0,0,112,61,41,0,0,354,0,0,0
TX,Robertson,2019,352,352,0,0,0,0,0,17,1,0,0,0,0,352,0,0
TX,Rockwall,2019,323,305,16,2,0,0,0,105,47,34,0,0,323,0,0,0
TX,Rusk,2019,358,316,34,8,0,0,0,129,57,9,0,0,0,358,0,0
TX,Smith,2019,364,326,37,1,0,0,0,133,51,36,0,4,360,0,0,0
TX,Tarrant,2019,365,234,117,14,0,0,0,147,74,44,0,16,216,0,133,0
TX,Titus,2019,348,346,2,0,0,0,0,54,11,0,0,0,0,348,0,0
TX,Travis,2019,365,249,114,2,0,0,0,115,63,44,0,7,178,0,180,0
TX,Victoria,2019,341,319,22,0,0,0,0,87,48,31,0,0,341,0,0,0
TX,Webb,2019,365,258,106,1,0,0,0,109,67,41,0,0,138,0,225,2
UT,Box Elder,2019,364,313,49,2,0,0,0,121,54,40,0,66,275,0,23,0
UT,Cache,2019,365,272,79,14,0,0,0,147,67,44,0,1,289,0,75,0
UT,Carbon,2019,365,265,99,1,0,0,0,108,64,46,0,4,361,0,0,0
UT,Davis,2019,365,265,94,6,0,0,0,119,73,44,0,41,270,0,54,0
UT,Duchesne,2019,365,234,120,7,4,0,0,177,71,48,0,0,332,0,33,0
UT,Garfield,2019,300,258,42,0,0,0,0,80,51,41,0,0,268,0,32,0
UT,Iron,2019,365,329,36,0,0,0,0,84,50,42,0,20,323,0,22,0
UT,Salt Lake,2019,365,172,177,16,0,0,0,136,88,51,0,35,243,0,82,5
UT,San Juan,2019,362,299,63,0,0,0,0,93,58,44,0,0,362,0,0,0
UT,Tooele,2019,365,302,61,2,0,0,0,117,61,43,0,1,312,0,52,0
UT,Uintah,2019,365,223,125,12,4,1,0,205,77,49,0,0,343,0,22,0
UT,Utah,2019,365,253,111,1,0,0,0,107,67,46,0,7,297,0,59,2
UT,Washington,2019,365,291,74,0,0,0,0,93,61,44,0,0,355,0,10,0
UT,Wayne,2019,109,109,0,0,0,0,0,20,16,9,0,0,0,0,109,0
UT,Weber,2019,308,243,63,2,0,0,0,108,64,42,0,35,214,0,59,0
VT,Bennington,2019,365,345,20,0,0,0,0,94,46,35,0,0,312,0,53,0
VT,Chittenden,2019,365,335,30,0,0,0,0,80,49,37,0,0,283,0,82,0
VT,Rutland,2019,365,322,43,0,0,0,0,88,53,36,0,1,237,0,126,1
VT,Windham,2019,104,104,0,0,0,0,0,40,20,8,0,0,0,0,104,0
VI,St Croix,2019,57,51,6,0,0,0,0,71,59,20,0,0,0,0,57,0
VI,St John,2019,101,93,8,0,0,0,0,74,44,15,0,0,0,0,101,0
VI,St Thomas,2019,268,225,43,0,0,0,0,91,57,28,0,0,0,0,268,0
VA,Albemarle,2019,282,264,18,0,0,0,0,67,48,40,0,0,233,0,49,0
VA,Alexandria City,2019,109,109,0,0,0,0,0,16,8,5,0,0,0,0,0,109
VA,Arlington,2019,365,305,59,1,0,0,0,112,60,38,1,98,228,0,38,0
VA,Botetourt,2019,355,353,2,0,0,0,0,71,16,0,0,0,0,355,0,0
VA,Bristol City,2019,117,113,4,0,0,0,0,68,45,26,0,0,0,0,117,0
VA,Caroline,2019,239,229,10,0,0,0,0,84,48,39,0,0,239,0,0,0
VA,Carroll,2019,61,61,0,0,0,0,0,18,15,9,0,0,0,0,0,61
VA,Charles,2019,356,337,19,0,0,0,0,90,47,34,0,89,218,2,47,0
VA,Chesterfield,2019,280,255,25,0,0,0,0,87,50,39,0,0,235,0,45,0
VA,Covington City,2019,364,357,5,2,0,0,0,121,29,7,0,0,0,364,0,0
VA,Fairfax,2019,365,260,103,2,0,0,0,105,61,44,0,38,167,0,160,0
VA,Fauquier,2019,233,229,4,0,0,0,0,64,45,37,0,0,233,0,0,0
VA,Frederick,2019,365,333,32,0,0,0,0,96,49,38,0,0,203,0,162,0
VA,Giles,2019,365,306,55,4,0,0,0,134,59,41,0,0,296,69,0,0
VA,Hampton City,2019,364,326,38,0,0,0,0,84,51,39,1,6,223,0,134,0
VA,Hanover,2019,243,216,27,0,0,0,0,90,54,41,0,0,243,0,0,0
VA,Henrico,2019,363,329,34,0,0,0,0,100,50,37,4,17,302,0,40,0
VA,Hopewell City,2019,57,57,0,0,0,0,0,19,15,8,0,0,0,0,0,57
VA,Loudoun,2019,337,298,38,1,0,0,0,112,53,37,0,78,211,0,48,0
VA,Lynchburg City,2019,108,107,1,0,0,0,0,55,43,26,0,0,0,0,108,0
VA,Madison,2019,362,336,26,0,0,0,0,67,50,41,0,0,352,0,10,0
VA,Norfolk City,2019,364,357,7,0,0,0,0,69,36,18,12,250,0,0,101,1
VA,Prince Edward,2019,358,351,7,0,0,0,0,67,44,35,0,0,358,0,0,0
VA,Prince William,2019,364,347,17,0,0,0,0,100,48,36,0,119,245,0,0,0
VA,Richmond City,2019,362,311,51,0,0,0,0,95,53,33,2,89,0,0,271,0
VA,Roanoke,2019,365,329,36,0,0,0,0,71,50,37,0,57,203,0,105,0
